solver_name,d,nd_rate,n,trials,successes,success_rate,mean_steps,std_steps,mean_time_s,std_time_s,timing_repeats,min_time_s,max_time_s,mean_dist_sign,median_dist_sign,max_dist_sign,base_seed,power_iters,passes,stop_err,shared_init
alg_qraf_cuda_batched,100,12.0,1200,100,100,1.0,190.32,7.614287474043368,0.3485357179993299,0.0,1.0,0.3485357179993298,0.3485357179993298,9.733666591728123e-06,9.72935490843845e-06,9.975722609588042e-06,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,11.0,1100,100,100,1.0,215.33,9.946376427644594,0.5951033379998991,0.0,1.0,0.5951033379998989,0.5951033379998989,9.769734301042549e-06,9.760351354157179e-06,9.999989746553602e-06,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,10.0,1000,100,100,1.0,253.16,11.941541108265888,0.5524047049996446,0.0,1.0,0.5524047049996443,0.5524047049996443,9.807654358976309e-06,9.800584828200263e-06,9.992813500073276e-06,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,9.0,900,100,100,1.0,306.47,16.539182127739736,0.6742279260000212,0.0,1.0,0.6742279260000213,0.6742279260000213,9.840030606992219e-06,9.84157016935996e-06,9.99710297231962e-06,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,8.0,800,100,100,1.0,404.1,26.548031561642755,0.8148870430001989,0.10594143604800682,3.0,0.7543374610005412,0.960456145000644,9.879517089501193e-06,9.873605909907722e-06,9.995973373400168e-06,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,7.0,700,100,100,1.0,581.78,46.53891170870139,1.260265733998967,0.0,1.0,1.2602657339989674,1.2602657339989674,9.920124918147745e-06,9.923448309548157e-06,9.997560980574838e-06,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,6.8,680,100,100,1.0,641.06,56.4260166371449,1.1409686209994838,0.0,1.0,1.1409686209994834,1.1409686209994834,9.918728045566785e-06,9.917486743523813e-06,9.993834726122588e-06,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,6.6,660,100,100,1.0,709.83,66.07495819907949,1.3878222529997586,0.0,1.0,1.3878222529997584,1.3878222529997584,9.93370890387013e-06,9.930662768724874e-06,9.999709497641706e-06,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,6.4,640,100,100,1.0,809.95,107.4681418614443,1.7653331219998663,0.0,1.0,1.7653331219998654,1.7653331219998654,9.937429662544387e-06,9.93445928224369e-06,9.999060059189285e-06,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,6.2,620,100,100,1.0,931.5,115.38302485306244,2.2363857529999223,0.0,1.0,2.2363857529999223,2.2363857529999223,9.953455092054137e-06,9.962761909602047e-06,9.997323173849487e-06,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,6.0,600,100,98,0.98,1054.74,120.84647744601872,1.9140163979993667,0.0,1.0,1.9140163979993667,1.9140163979993667,1.3692933418397262e-05,9.946315428274889e-06,0.0003654800158224401,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,5.8,580,100,90,0.9,1260.3,122.68128206738373,2.42458030699985,0.0,1.0,2.424580306999851,2.424580306999851,0.028759001123874577,9.962841183039972e-06,1.043868363966161,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,5.6,560,100,47,0.47,1446.57,85.09344299300646,2.6321427290001873,0.0,1.0,2.632142729000188,2.632142729000188,0.00872906936886951,1.0806709652619247e-05,0.8664577885906554,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,5.4,540,100,3,0.03,1498.59,12.563451079631864,2.1850101719994575,0.0,1.0,2.1850101719994566,2.1850101719994566,0.06446982373959276,8.889427942989619e-05,1.1123467931924704,20260812,50,1500,1e-05,1
alg_qraf_cuda_batched,100,5.2,520,100,0,0.0,1500.0,0.0,2.52458045199979,0.0,1.0,2.5245804519997908,2.5245804519997908,0.1189292386721334,0.0007354961896664965,1.043915715226463,20260812,50,1500,1e-05,1
