solver_name,d,nd_rate,n,trials,successes,success_rate,mean_steps,std_steps,mean_time_s,std_time_s,timing_repeats,min_time_s,max_time_s,mean_dist_sign,median_dist_sign,max_dist_sign,base_seed,power_iters,passes,stop_err,shared_init
alg_qadmm_cuda_batched,100,12.0,1200,100,100,1.0,90.66,3.954846151344965,0.2391654780006502,0.0,1.0,0.2391654780006502,0.2391654780006502,9.486499540517489e-06,9.46748401227783e-06,9.990141164968167e-06,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,11.0,1100,100,100,1.0,103.61,5.513793539108913,0.22567700200015678,0.0,1.0,0.22567700200015678,0.22567700200015678,9.500567846848714e-06,9.47008614162392e-06,9.999604063788695e-06,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,10.0,1000,100,100,1.0,122.21,6.7424405856117895,0.2880431000003591,0.0,1.0,0.2880431000003591,0.2880431000003591,9.611292221807592e-06,9.578287851749702e-06,9.982983755795879e-06,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,9.0,900,100,100,1.0,149.71,9.007623034256747,0.34489119099918747,0.0,1.0,0.3448911909991875,0.3448911909991875,9.657904070125975e-06,9.665200904035005e-06,9.987985618525365e-06,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,8.0,800,100,100,1.0,196.85,12.858495599832397,0.3990748129994608,0.010744718184316528,3.0,0.38163319099927323,0.4012254909996409,9.752325906704123e-06,9.745146048978066e-06,9.99557093831027e-06,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,7.0,700,100,100,1.0,291.93,29.327566581906545,0.7042753560002898,0.0,1.0,0.7042753560002893,0.7042753560002893,9.820485087520256e-06,9.811001988943923e-06,9.99798395150383e-06,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,6.8,680,100,100,1.0,318.27,29.604072542660596,0.7246738279995047,0.0,1.0,0.7246738279995043,0.7246738279995043,9.83635853239717e-06,9.835071343298561e-06,9.995194310649453e-06,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,6.6,660,100,100,1.0,357.56,42.443383560701285,0.9872444519994314,0.0,1.0,0.9872444519994314,0.9872444519994314,9.848427579885457e-06,9.840122629992257e-06,9.999652543406644e-06,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,6.4,640,100,100,1.0,418.28,88.77028349804473,1.5754703880008314,0.0,1.0,1.575470388000831,1.575470388000831,9.854563921238538e-06,9.84207918339393e-06,9.998605540622726e-06,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,6.2,620,100,100,1.0,478.23,75.73796600747536,1.2676339269999881,0.0,1.0,1.2676339269999881,1.2676339269999881,9.879336454914058e-06,9.873333851334956e-06,9.997103293773155e-06,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,6.0,600,100,98,0.98,567.23,168.05589828832234,2.088854026999324,0.0,1.0,2.0888540269993245,2.0888540269993245,0.017605905646273325,9.911782016772394e-06,1.0220303386695002,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,5.8,580,100,97,0.97,721.8,229.31197046377625,1.8453685829998003,0.0,1.0,1.8453685829997994,1.8453685829997994,0.02842235066831276,9.908790077577718e-06,1.0474480991995698,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,5.6,560,100,91,0.91,881.16,245.1581934139257,2.382984314999776,0.0,1.0,2.382984314999776,2.382984314999776,0.0480765928367905,9.93460180705897e-06,1.0894122600016078,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,5.4,540,100,80,0.8,1088.92,258.9508233022033,2.4794037460000253,0.0,1.0,2.4794037460000253,2.4794037460000253,0.07469557017722471,9.955301606595627e-06,1.1768477702346296,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,5.2,520,100,57,0.57,1337.02,182.72178885182828,2.613683868000517,0.0,1.0,2.6136838680005168,2.6136838680005168,0.1985304507760067,9.99165852174001e-06,1.084031003806969,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,5.0,500,100,9,0.09,1491.19,34.994572450740144,2.6252451769995973,0.0,1.0,2.625245176999597,2.625245176999597,0.3117637140787266,0.0003317023159860467,1.2185379990361667,20260812,50,1500,1e-05,1
alg_qadmm_cuda_batched,100,4.8,480,100,0,0.0,1500.0,0.0,2.8893769549997534,0.0,1.0,2.8893769549997526,2.8893769549997526,0.546901789851688,0.6403733316235904,1.2174890282466733,20260812,50,1500,1e-05,1
