solver_name,d,nd_rate,n,trials,successes,success_rate,mean_steps,std_steps,mean_time_s,std_time_s,timing_repeats,min_time_s,max_time_s,mean_dist_sign,median_dist_sign,max_dist_sign,base_seed,power_iters,passes,stop_err,shared_init
alg_qwf_cuda_batched,100,12.0,1200,100,100,1.0,633.95,26.802447875543237,1.2414807329990434,0.0,1.0,1.2414807329990436,1.2414807329990436,9.921849890784243e-06,9.91867554261515e-06,9.999427102150015e-06,20260812,50,1500,1e-05,1
alg_qwf_cuda_batched,100,11.0,1100,100,100,1.0,726.42,34.83936586881877,1.6168165729998145,0.0,1.0,1.6168165729998145,1.6168165729998145,9.926115318627548e-06,9.920633745667974e-06,9.99923862861758e-06,20260812,50,1500,1e-05,1
alg_qwf_cuda_batched,100,10.0,1000,100,100,1.0,871.58,41.88999060791627,1.9576169039995874,0.0,1.0,1.9576169039995874,1.9576169039995874,9.950657855519088e-06,9.954696540149757e-06,9.998221031928313e-06,20260812,50,1500,1e-05,1
alg_qwf_cuda_batched,100,9.0,900,100,100,1.0,1080.23,57.71452822016972,2.350969552000752,0.0,1.0,2.350969552000752,2.350969552000752,9.957684984404453e-06,9.95695074825152e-06,9.999057296458414e-06,20260812,50,1500,1e-05,1
alg_qwf_cuda_batched,100,8.0,800,100,73,0.73,1435.01,65.62265791876486,2.4985268200002606,0.0757388367829454,3.0,2.3736971880006603,2.5104240919998846,1.73840039842042e-05,9.975600126467694e-06,0.0005532805834857304,20260812,50,1500,1e-05,1
alg_qwf_cuda_batched,100,7.0,700,100,0,0.0,1500.0,0.0,2.206640955000185,0.0,1.0,2.2066409550001844,2.2066409550001844,0.006428412131119808,0.00023699187401844235,0.5836184360392387,20260812,50,1500,1e-05,1
