epoch,QRKM,QADMM,QRAF,QARAF,QWF,QRWF,QPAF
203,-34.69428119358982,-11.652344015569566,-6.7391628233768754,-8.921572660577478,-2.6725129605146805,-5.361541164874251,-5.844694354463084
204,-34.637173948093306,-11.700534875884893,-6.76386608557701,-8.957166141326981,-2.6821841553414085,-5.381978720579873,-5.865740427544948
205,-34.703877020199634,-11.74870317217971,-6.788553724668632,-8.992736038204837,-2.691836541613506,-5.402397987682303,-5.886771271864373
206,-34.72937120354967,-11.796849185804541,-6.8132258751507155,-9.028282673519959,-2.70147027436127,-5.422799127361695,-5.907787051425886
207,-34.70718462926247,-11.844973194931187,-6.837882669372517,-9.063806365677925,-2.711085507198598,-5.443182298584856,-5.928787927057657
208,-34.678188559442674,-11.893075474558024,-6.862524237591781,-9.099307429200712,-2.7206823923748154,-5.4635476581480935,-5.949774056489382
209,-34.70730128878747,-11.941156296548861,-6.887150708031088,-9.134786174746878,-2.730261080823088,-5.483895360719067,-5.9707455944281795
210,-34.7391964914903,-11.989215929709774,-6.911762206932696,-9.170242909132169,-2.7398217222055807,-5.504225558877752,-5.991702692632447
211,-34.73642983814789,-12.037254639752081,-6.936358858611452,-9.205677935351622,-2.7493644649555202,-5.524538403156515,-6.0126454999839405
212,-34.743730344074265,-12.085272689451404,-6.960940785506251,-9.241091552601906,-2.758889456316304,-5.544834042079328,-6.0335741625578345
213,-34.72387745798244,-12.133270338549126,-6.985508108229742,-9.276484056303927,-2.768396842377818,-5.56511262220013,-6.054488823691129
214,-34.66296874258907,-12.181247843892677,-7.0100609456167255,-9.311855738128026,-2.7778867681100996,-5.5853742881403905,-6.075389624049188
215,-34.692094135384856,-12.229205459433478,-7.034599414770916,-9.347206886016368,-2.7873593773944783,-5.605619182625884,-6.096276701690649
216,-34.68524946487456,-12.27714343627932,-7.059123631110243,-9.382537784210117,-2.796814813052349,-5.625847446522675,-6.1171501921305795
217,-34.72178032027733,-12.325062022673807,-7.083633708410871,-9.4178487132742,-2.8062532168716845,-5.646059218872349,-6.138010228402084
218,-34.72294286980828,-12.372961464097141,-7.10812975884976,-9.453139950123129,-2.8156747296314344,-5.6662546369265545,-6.15885694111635
219,-34.653132914408445,-12.42084200325306,-7.1326118930459765,-9.488411768049422,-2.825079491123919,-5.686433836180774,-6.17969045852101
220,-34.623319282493675,-12.46870388011712,-7.157080220100714,-9.523664436749565,-2.8344676401753377,-5.706596950407413,-6.200510906557223
221,-34.636594827948244,-12.516547331994689,-7.181534847636066,-9.558898222353216,-2.8438393146645145,-5.726744111688228,-6.221318408915114
222,-34.59677886579763,-12.564372593484508,-7.205975881832655,-9.594113387451078,-2.8531946515399706,-5.74687545044607,-6.242113087087889
223,-34.63859049234519,-12.612179896582106,-7.230403427465997,-9.62931019112311,-2.8625337868354475,-5.766991095475978,-6.2628950604245475
224,-34.69615068924606,-12.659969470626576,-7.25481758794183,-9.664488888970276,-2.871856855683968,-5.787091173975635,-6.283664446181233
225,-34.69078536237167,-12.707741542447083,-7.279218465330337,-9.699649733142017,-2.881163992330532,-5.807175811575212,-6.304421359571293
226,-34.71205516857215,-12.755496336270687,-7.303606160399318,-9.734792972367837,-2.8904553301435483,-5.8272451323665715,-6.325165913814052
227,-34.76683089066163,-12.80323407375409,-7.327980772646235,-9.769918851987686,-2.899731001625071,-5.847299258931922,-6.345898220182357
228,-34.764576180083104,-12.850954974124939,-7.352342400329529,-9.80502761398292,-2.908991138419945,-5.867338312371832,-6.366618388048855
229,-34.728557692904744,-12.89865925413992,-7.376691140498591,-9.84011949700726,-2.9182358713239243,-5.887362412332726,-6.387326524931178
230,-34.70258887436202,-12.946347128090464,-7.401027089023064,-9.875194736419328,-2.9274653302908473,-5.907371677033786,-6.408022736535891
231,-34.72584158614389,-12.994018807794493,-7.425350340621306,-9.91025356431422,-2.936679644438936,-5.927366223293276,-6.428707126801373
232,-34.76136747434253,-13.041674502755686,-7.4496609888876755,-9.945296209554625,-2.945878942056291,-5.94734616655441,-6.449379797939626
233,-34.74959596698155,-13.089314420039614,-7.473959126319236,-9.980322897805028,-2.955063350605648,-5.967311620910613,-6.470040850476926
234,-34.7122958557223,-13.136938764329669,-7.498244844341562,-10.015333851563682,-2.9642329967284513,-5.987262699130308,-6.490690383293536
235,-34.6614303946263,-13.184547738063292,-7.522518233333556,-10.0503292901941,-2.973388006248311,-6.00719951268115,-6.51132849366238
236,-34.65783280311381,-13.232141541332874,-7.54677938265194,-10.085309429959946,-2.982528504173894,-6.027122171753835,-6.531955277286702
237,-34.57821350827341,-13.279720371980593,-7.571028380654478,-10.120274484057827,-2.9916546147013006,-6.047030785285337,-6.552570828336786
238,-34.596348427544434,-13.32728442552002,-7.595265314722831,-10.15522466264872,-3.0007664612159815,-6.066925460981729,-6.573175239485793
239,-34.606713278218585,-13.374833895272989,-7.619490271284516,-10.190160172895178,-3.0098641662942334,-6.086806305340485,-6.59376860194461
240,-34.638740527460484,-13.42236897233676,-7.643703335834381,-10.225081218989295,-3.018947851704327,-6.106673423672374,-6.614351005495816
241,-34.70728473489795,-13.469889845608062,-7.667904592955102,-10.25998800219203,-3.028017638407296,-6.126526920122838,-6.634922538526907
242,-34.720538238258136,-13.5173967018516,-7.692094126337454,-10.294880720861983,-3.0370736465574435,-6.146366897692992,-6.655483288062464
243,-34.686621470828435,-13.564889725587824,-7.7162720187995095,-10.329759570491914,-3.0461159955025794,-6.166193458260126,-6.676033339795729
244,-34.7526421387703,-13.612369099337858,-7.740438352305611,-10.36462474374121,-3.0551448037840507,-6.1860067025978385,-6.696572778119204
245,-34.749442100499024,-13.659835003384645,-7.764593207984592,-10.399476430470132,-3.0641601891365657,-6.205806730395677,-6.717101686154626
246,-34.76174524727165,-13.707287615881917,-7.788736666147458,-10.434314817771716,-3.0731622684878697,-6.225593640278445,-6.737620145781956
247,-34.75137846985943,-13.75472711307697,-7.812868806304365,-10.469140090008306,-3.082151157958282,-6.245367529825051,-6.758128237667973
248,-34.73973589882621,-13.802153669006465,-7.836989707181462,-10.503952428842048,-3.09112697286013,-6.265128495587014,-6.778626041293779
249,-34.80882589994515,-13.84956745584318,-7.861099446736928,-10.538752013268619,-3.1000898276970963,-6.2848766331064825,-6.799113634981848
250,-34.84632572710459,-13.896968643584884,-7.885198102176286,-10.573539019653733,-3.1090398361635128,-6.3046120369339675,-6.819591095922299
251,-34.798559299454595,-13.94435740027725,-7.909285749967943,-10.608313621761724,-3.117977111143607,-6.3243348006457,-6.840058500198548
252,-34.812969605386556,-13.991733892050103,-7.933362465857449,-10.643075990791443,-3.1269017647107376,-6.344045016860529,-6.860515922812196
253,-34.797284967554354,-14.039098283006265,-7.9574283248819935,-10.677826295409918,-3.1358139081266208,-6.363742777256561,-6.880963437707482
254,-34.83876101777686,-14.086450735293647,-7.981483401383859,-10.712564701781435,-3.1447136518405734,-6.38342817258739,-6.901401117794937
255,-34.80144073891018,-14.13379140934003,-8.00552776902406,-10.747291373605686,-3.153601105488787,-6.4031012926979765,-6.921829034974481
256,-34.832806521184764,-14.181120463351835,-8.029561500795019,-10.782006472143696,-3.1624763778936433,-6.4227622265402715,-6.9422472601580125
257,-34.8312746971085,-14.228438053870184,-8.053584669033253,-10.816710156257939,-3.171339577063081,-6.442411062188329,-6.962655863291375
258,-34.85537922877783,-14.275744335570595,-8.077597345431464,-10.851402582436226,-3.1801908101900422,-6.4620478868533135,-6.983054913375722
259,-34.84346307566838,-14.323039461151911,-8.101599601050143,-10.886083904831047,-3.189030183651978,-6.481672786898019,-7.003444478488399
260,-34.833166166826324,-14.370323581545321,-8.125591506329311,-10.92075427528505,-3.1978578030104567,-6.501285847851131,-7.023824625803305
261,-34.848954624663854,-14.417596845904798,-8.14957313109927,-10.955413843368348,-3.206673773010859,-6.520887154421187,-7.044195421610688
262,-34.819046112456185,-14.464859401435282,-8.17354454459144,-10.990062756406243,-3.215478197582175,-6.540476790510273,-7.064556931336461
263,-34.72254784919789,-14.512111393627533,-8.197505815448864,-11.024701159510144,-3.224271179836917,-6.560054839227276,-7.084909219561094
264,-34.794892679266916,-14.559352966568033,-8.221457011736126,-11.05932919560958,-3.233052822071136,-6.57962138290104,-7.105252350037872
265,-34.75669947333014,-14.606584262177025,-8.245398200949225,-11.093947005484363,-3.2418232257645725,-6.599176503093123,-7.1255863857108395
266,-34.7611929552039,-14.653805420794669,-8.269329450024921,-11.128554727791627,-3.25058249158092,-6.618720280610252,-7.14591138873229
267,-34.77383464128976,-14.70101658114645,-8.293250825350098,-11.163152499099459,-3.259330719368217,-6.638252795516645,-7.166227420479679
268,-34.812446545689596,-14.748217879586187,-8.317162392770607,-11.1977404539141,-3.268068008159382,-6.657774127145855,-7.186534541572215
269,-34.79780631256382,-14.795409451952446,-8.341064217599781,-11.232318724709057,-3.2767944561728686,-6.677284354112583,-7.206832811887033
270,-34.81193823338774,-14.84259143146156,-8.364956364627197,-11.266887441957682,-3.285510160813462,-6.696783554324031,-7.227122290574928
271,-34.8201525439718,-14.889763950285213,-8.388838898126286,-11.301446734160502,-3.2942152186732137,-6.716271804991095,-7.247403036075688
272,-34.79357210447716,-14.936927138366546,-8.412711881862823,-11.335996727872576,-3.3029097255325155,-6.735749182639409,-7.267675106133104
273,-34.733824434231224,-14.984081125048297,-8.436575379101782,-11.370537547734846,-3.3115937763613057,-6.755215763119915,-7.2879385578094125
274,-34.696329295008894,-15.031226036865164,-8.46042945261586,-11.405069316498551,-3.320267465320424,-6.7746716216194,-7.308193447499664
275,-34.71287997923946,-15.078361999644047,-8.484274164691755,-11.439592155059131,-3.328930885763097,-6.794116832670729,-7.328439830945489
276,-34.704766194638026,-15.12548913681964,-8.508109577137423,-11.474106182476314,-3.337584130236568,-6.813551470162807,-7.348677763248657
277,-34.69775553428728,-15.172607571493831,-8.531935751289064,-11.508611516008042,-3.3462272904838612,-6.832975607350434,-7.368907298884129
278,-34.691469156471385,-15.219717423982564,-8.555752748017749,-11.543108271135948,-3.354860457445684,-6.852389316863759,-7.389128491713046
279,-34.6971777984419,-15.266818813525976,-8.579560627735477,-11.577596561585167,-3.363483721262465,-6.871792670717802,-7.409341394995101
280,-34.68219098133836,-15.313911858454196,-8.603359450401792,-11.612076499364434,-3.372097171276522,-6.891185740321435,-7.42954606140086
281,-34.68590891286322,-15.360996674983816,-8.627149275529417,-11.646548194781097,-3.3807008960343703,-6.910568596486423,-7.449742543023457
282,-34.696656604449025,-15.408073378008593,-8.650930162190626,-11.681011756468376,-3.389294983289147,-6.929941309436142,-7.469930891390446
283,-34.745952284243295,-15.455142080834408,-8.674702169022503,-11.71546729141373,-3.3978795200031797,-6.949303948814107,-7.490111157474816
284,-34.775420957411356,-15.502202895278188,-8.698465354232638,-11.749914904988609,-3.4064545923506664,-6.96865658369239,-7.510283391706253
285,-34.68713657444066,-15.549255932425012,-8.722219775604579,-11.784354700960478,-3.415020285720485,-6.987999282579701,-7.5304476439817
286,-34.73738797653597,-15.596301301350035,-8.74596549050308,-11.81878678152976,-3.4235766847191225,-7.007332113429481,-7.550603963675858
287,-34.83340690006717,-15.643339109677779,-8.769702555878938,-11.853211247344989,-3.432123873173719,-7.026655143647619,-7.57075239965151
288,-34.89476950790177,-15.690369464191381,-8.79343102827445,-11.887628197538117,-3.4406619341352283,-7.045968440100178,-7.590893000269294
289,-34.88184168253993,-15.737392468949588,-8.817150963827505,-11.922037729736406,-3.4491909498816913,-7.065272069120772,-7.6110258133975455
290,-34.86662690641871,-15.784408228354573,-8.840862418276894,-11.95643994009407,-3.4577110019216115,-7.084566096517958,-7.631150886421642
291,-34.81386878667249,-15.831416844420428,-8.864565446966694,-11.99083492330996,-3.466222170997447,-7.103850587582264,-7.651268266253253
292,-34.78569269216178,-15.878418418325571,-8.888260104850493,-12.025222772649933,-3.474724537089191,-7.123125607093302,-7.67137799933942
293,-34.79166984094545,-15.925413049674146,-8.911946446495845,-12.059603579979,-3.4832181794180657,-7.142391219326454,-7.6914801316711765
294,-34.735008918917835,-15.972400836516357,-8.935624526088457,-12.093977435772949,-3.491703176450299,-7.161647488059625,-7.711574708792187
295,-34.76796702852585,-16.019381876073293,-8.959294397436473,-12.128344429142683,-3.5001796059010037,-7.180894476579785,-7.73166177580706
296,-34.76930683318199,-16.066356265306993,-8.982956113974181,-12.162704647858336,-3.5086475447381416,-7.200132247689273,-7.751741377389434
297,-34.753012365363844,-16.11332409756024,-9.006609728765902,-12.197058178368769,-3.5171070691865736,-7.219360863712055,-7.771813557789936
298,-34.79364288399673,-16.160285467079877,-9.030255294509837,-12.23140510582601,-3.5255582547321946,-7.238580386499855,-7.791878360843975
299,-34.75228911705538,-16.207240464913216,-9.053892863541959,-12.2657455140958,-3.5340011761261456,-7.25779087743807,-7.811935829979001
300,-34.6966940628616,-16.25418918303265,-9.077522487839387,-12.300079485790578,-3.542435907389103,-7.276992397451647,-7.831986008222191
301,-34.69588402552357,-16.301131710398312,-9.101144219023631,-12.334407102289164,-3.550862521815645,-7.296185007010735,-7.852028938207562
302,-34.74904899939019,-16.34806813589183,-9.124758108364656,-12.368728443744157,-3.559281091978679,-7.315368766136317,-7.872064662182552
303,-34.769677302369494,-16.39499854736422,-9.148364206783732,-12.403043589109913,-3.5676916897339455,-7.334543734405584,-7.892093222015412
304,-34.786576944035474,-16.441923029716378,-9.17196256485669,-12.437352616167104,-3.576094386224577,-7.353709970957351,-7.912114659201406
305,-34.82216266994305,-16.48884166962161,-9.195553232817513,-12.471655601526022,-3.5844892518857265,-7.372867534497166,-7.932129014869577
306,-34.791606709470095,-16.535754550445915,-9.219136260560829,-12.505952620667735,-3.592876356449241,-7.392016483302533,-7.952136329788838
307,-34.79752042168014,-16.58266175398507,-9.242711697645625,-12.540243747931664,-3.6012557689484037,-7.411156875227863,-7.972136644374261
308,-34.80088194478327,-16.629563363691116,-9.266279593297536,-12.574529056569943,-3.6096275577227135,-7.430288767709187,-7.992129998693125
309,-34.83246613928228,-16.676459459249443,-9.289839996412331,-12.608808618740406,-3.6179917904227246,-7.449412217769302,-8.0121164324706
310,-34.83901890400868,-16.72335011989743,-9.313392955558218,-12.643082505528731,-3.6263485340149213,-7.468527282021978,-8.032095985095683
311,-34.780555447500205,-16.77023542405393,-9.336938518978974,-12.67735078696822,-3.634697854786645,-7.487634016676883,-8.052068695626684
312,-34.774337682344914,-16.817115450922135,-9.360476734596535,-12.711613532060552,-3.6430398183510526,-7.506732477543886,-8.072034602796585
313,-34.73840813556477,-16.8639902752382,-9.384007650013874,-12.745870808783359,-3.651374489652116,-7.525822720037567,-8.091993745018437
314,-34.74297805436591,-16.91085997195234,-9.407531312517222,-12.780122684120505,-3.6597019329696545,-7.544904799181265,-8.111946160390524
315,-34.75704949653813,-16.95772461747153,-9.431047769078548,-12.814369224061307,-3.6680222119244013,-7.563978769611505,-8.131891886701526
316,-34.766581340664594,-17.004584284031676,-9.454557066358644,-12.848610493631636,-3.676335389483096,-7.583044685581897,-8.151830961435167
317,-34.78283226778539,-17.051439041918915,-9.478059250709165,-12.882846556895947,-3.6846415279636013,-7.602102600967363,-8.17176342177535
318,-34.79446820761015,-17.098288966095666,-9.501554368175126,-12.917077476989721,-3.692940689040052,-7.621152569267863,-8.19168930461047
319,-34.75233029677234,-17.14513412485756,-9.525042464496856,-12.951303316123068,-3.701232933748017,-7.640194643612378,-8.211608646538455
320,-34.76585396857563,-17.191974587268724,-9.54852358511291,-12.985524135598176,-3.7095183224896857,-7.659228876762594,-8.231521483870932
321,-34.74793791749723,-17.23881042380311,-9.571997775161684,-13.019739995819219,-3.7177969150390657,-7.6782553211166045,-8.251427852637578
322,-34.744068865333375,-17.285641699947174,-9.595465079484894,-13.053950956313212,-3.7260687705472044,-7.697274028712564,-8.27132778859047
323,-34.72834495912853,-17.332468483283062,-9.618925542628096,-13.088157075749551,-3.7343339475474138,-7.716285051232226,-8.291221327208255
324,-34.808297814323964,-17.37929083783333,-9.64237920884392,-13.122358411944992,-3.742592503960508,-7.735288440004211,-8.311108503700128
325,-34.780316820384975,-17.426108829460457,-9.665826122093726,-13.156555021872707,-3.7508444971000547,-7.754284246007678,-8.330989353009949
326,-34.802577320624835,-17.47292252376479,-9.689266326049372,-13.190746961693806,-3.7590899836776255,-7.773272519875621,-8.350863909819715
327,-34.80832464569935,-17.51973198022251,-9.71269986409707,-13.224934286748175,-3.7673290198080545,-7.7922533118978325,-8.370732208553843
328,-34.78167651573371,-17.566537264953084,-9.73612677933661,-13.259117051591558,-3.7755616610146956,-7.811226672024401,-8.39059428338247
329,-34.800877465315125,-17.613338437068847,-9.759547114585382,-13.293295309991002,-3.783787962234691,-7.830192649868699,-8.410450168225239
330,-34.81671805831804,-17.660135558745214,-9.782960912379542,-13.327469114955825,-3.7920079778242184,-7.84915129471053,-8.430299896754788
331,-34.79328462207377,-17.706928686125888,-9.806368214976258,-13.361638518717507,-3.800221761563762,-7.868102655498995,-8.450143502400051
332,-34.77157374941983,-17.75371788247925,-9.829769064354739,-13.395803572784464,-3.8084293666633524,-7.887046780855577,-8.469981018349635
333,-34.788072007316345,-17.800503203121604,-9.853163502219823,-13.429964327908003,-3.8166308457678193,-7.905983719076989,-8.489812477555338
334,-34.75907663063065,-17.847284706310486,-9.876551570001958,-13.464120834138237,-3.8248262509620283,-7.924913518138006,-8.509637912734945
335,-34.75227114768675,-17.894062443100598,-9.89993330885942,-13.49827314080573,-3.83301563377611,-7.9438362256941275,-8.52945735637562
336,-34.77234823719577,-17.940836474360307,-9.923308759681976,-13.532421296560416,-3.841199045190677,-7.9627518890845925,-8.549270840736916
337,-34.784999486903445,-17.9876068541763,-9.946677963089034,-13.566565349334564,-3.8493765356420337,-7.981660555334731,-8.569078397853653
338,-34.81512544202737,-18.03437363638005,-9.970040959435247,-13.60070534641518,-3.8575481550273656,-8.000562271158747,-8.58888005953877
339,-34.75428142280843,-18.08113687212932,-9.993397788809537,-13.63484133441208,-3.8657139527099202,-8.019457082962376,-8.60867585738649
340,-34.71810434894796,-18.127896619043412,-10.016748491037896,-13.66897335928863,-3.8738739775241697,-8.038345036845234,-8.628465822774587
341,-34.70543454664897,-18.17465292553048,-10.04009310568526,-13.703101466363192,-3.8820282777809547,-8.057226178603386,-8.648249986867697
342,-34.76102724121364,-18.221405846023046,-10.063431672055478,-13.737225700316335,-3.8901769012726124,-8.076100553731836,-8.668028380619347
343,-34.73096280509135,-18.2681554270576,-10.086764229196266,-13.77134610521214,-3.8983198952780844,-8.094968207426827,-8.687801034774965
344,-34.75437439093319,-18.314901719651456,-10.110090815896832,-13.80546272451221,-3.9064573065680044,-8.113829184588274,-8.70756797987442
345,-34.78995008507848,-18.36164476590631,-10.133411470692348,-13.839575601045377,-3.914589181409765,-8.13268352982204,-8.727329246254005
346,-34.82580042521384,-18.408384618928686,-10.156726231864317,-13.87368477710208,-3.922715565572557,-8.151531287442246,-8.747084864049508
347,-34.81513968614678,-18.455121334954583,-10.180035137442966,-13.907790294321511,-3.9308365043323987,-8.170372501473404,-8.766834863198271
348,-34.77144948221917,-18.50185495248335,-10.203338225207863,-13.94189219383791,-3.9389520424771205,-8.189207215652754,-8.78657927344131
349,-34.76828669351027,-18.54858551817132,-10.226635532689812,-13.975990516168267,-3.9470622243113467,-8.208035473432256,-8.806318124325767
350,-34.764510861221495,-18.59531307916396,-10.24992709717256,-14.010085301323098,-3.955167093661433,-8.226857317980889,-8.82605144520752
351,-34.800265989011024,-18.64203768052191,-10.273212955694179,-14.04417658872612,-3.963266693880391,-8.245672792186676,-8.845779265252487
352,-34.77853472281147,-18.68875937124244,-10.296493145048117,-14.078264417293125,-3.971361067852774,-8.264481938658658,-8.865501613439218
353,-34.7552759901693,-18.735478182627585,-10.31976770178609,-14.11234882537941,-3.9794502579995434,-8.283284799729026,-8.88521851856136
354,-34.68079340169588,-18.78219415800987,-10.343036662217044,-14.146429850856745,-3.9875343062829063,-8.302081417455021,-8.904930009228837
355,-34.69885078877061,-18.82890733839444,-10.36630006241218,-14.1805075310693,-3.995613254211113,-8.320871833621002,-8.924636113870369
356,-34.71768271353119,-18.87561778454143,-10.389557938201984,-14.214581902854142,-4.003687142843241,-8.339656089740352,-8.944336860735454
357,-34.81285937339722,-18.922325517966538,-10.412810325181391,-14.24865300255834,-4.011756012793931,-8.358434227057197,-8.964032277895937
358,-34.805071028176144,-18.96903058944687,-10.436057258711086,-14.282720866065665,-4.0198199042381075,-8.377206286548548,-8.983722393248238
359,-34.771652993119304,-19.015733044308533,-10.459298773914076,-14.31678552869737,-4.027878856915659,-8.395972308925979,-9.003407234514661
360,-34.790873606578664,-19.06243290521998,-10.482534905684851,-14.350847025418345,-4.03593291013609,-8.414732334637483,-9.023086829245786
361,-34.77289966546615,-19.109130230872143,-10.505765688682885,-14.384905390664212,-4.043982102783135,-8.433486403869367,-9.042761204821716
362,-34.77292880865067,-19.15582504109778,-10.52899115734093,-14.418960658399602,-4.052026473319347,-8.452234556547735,-9.062430388454047
363,-34.79270548795075,-19.20251740319887,-10.552211345860773,-14.453012862164114,-4.060066059790648,-8.470976832340556,-9.08209440718756
364,-34.76219237567167,-19.24920731303302,-10.575426288218784,-14.487062035064149,-4.06810089983085,-8.489713270659303,-9.101753287901618
365,-34.76528341439365,-19.29589484760175,-10.598636018164356,-14.521108209775614,-4.076131030666137,-8.508443910660286,-9.121407057312053
366,-34.75103135347748,-19.342579986887284,-10.621840569221906,-14.555151418524908,-4.084156489119514,-8.527168791247023,-9.141055741972604
367,-34.71670712928584,-19.389262824157843,-10.645039974695027,-14.589191693122919,-4.092177311615229,-8.545887951071172,-9.160699368276475
368,-34.73910351409709,-19.435943366170108,-10.66823426766348,-14.623229064984873,-4.1001935341831475,-8.564601428534758,-9.180337962457726
369,-34.71856450418756,-19.48262164935268,-10.691423480987146,-14.657263565078251,-4.108205192463105,-8.583309261791225,-9.199971550592883
370,-34.76323643905578,-19.529297699568993,-10.71460764730621,-14.691295224017905,-4.11621232170921,-8.602011488747621,-9.219600158602534
371,-34.83237201863437,-19.575971584648627,-10.737786799044132,-14.725324071969057,-4.1242149567941295,-8.62070814706554,-9.239223812252527
372,-34.84355753825738,-19.622643311015093,-10.76096096840694,-14.759350138731442,-4.132213132213324,-8.639399274163143,-9.258842537155147
373,-34.848632249746544,-19.669312882548518,-10.784130187385609,-14.793373453706945,-4.14020688208925,-8.658084907216631,-9.27845635877122
374,-34.826063592785744,-19.71598038341666,-10.807294487756998,-14.827394046021267,-4.148196240175534,-8.67676508316152,-9.29806530241083
375,-34.84433068485716,-19.76264582372269,-10.830453901085411,-14.861411944228603,-4.156181239861106,-8.695439838694286,-9.3176693932348
376,-34.886941281739155,-19.80930927235085,-10.853608458724265,-14.895427176726809,-4.1641619141742865,-8.714109210273952,-9.337268656255889
377,-34.81952937741586,-19.855970705694126,-10.87675819181565,-14.92943977141521,-4.1721382957868585,-8.732773234123165,-9.356863116340444
378,-34.83019306904464,-19.902630194350717,-10.899903131292827,-14.963449755894233,-4.180110417018089,-8.751431946230335,-9.376452798209144
379,-34.8189108242911,-19.949287714578556,-10.923043307881894,-14.997457157406915,-4.188078309838719,-8.770085382350368,-9.396037726438491
380,-34.87036774089254,-19.995943339896733,-10.946178752103988,-15.03146200287808,-4.196042005874907,-8.788733578006488,-9.41561792546236
381,-34.807457115445516,-20.042597118024347,-10.96930949427254,-15.065464318804018,-4.2040015364121555,-8.807376568491382,-9.435193419572265
382,-34.84607635942871,-20.089249031118342,-10.99243556449854,-15.099464131459772,-4.211956932399187,-8.826014388868836,-9.454764232919329
383,-34.731956080345824,-20.13589906905207,-11.015556992689,-15.13346146675215,-4.219908224451787,-8.84464707397509,-9.474330389514979
384,-34.74962675981464,-20.182547388003268,-11.038673808551199,-15.167456350255803,-4.227855442856612,-8.863274658419968,-9.493891913232764
385,-34.76665878172107,-20.22919389756934,-11.061786041592018,-15.201448807204917,-4.235798617574961,-8.881897176588327,-9.513448827808153
386,-34.76501219652087,-20.275838686383228,-11.084893721115964,-15.235438862577162,-4.24373777824651,-8.900514662641665,-9.53300115684115
387,-34.7387638209148,-20.32248178328019,-11.107996876235177,-15.269426540955095,-4.251672954193014,-8.919127150518976,-9.552548923795861
388,-34.68144425811988,-20.36912320425746,-11.13109553586068,-15.303411866684906,-4.259604174421963,-8.937734673938648,-9.572092152003293
389,-34.757172249079495,-20.41576290057173,-11.154189728710374,-15.337394863866113,-4.267531467630215,-8.956337266398677,-9.591630864660212
390,-34.792993600049115,-20.462400980528038,-11.177279483306547,-15.371375556133037,-4.27545486220759,-8.974934961179645,-9.61116508483229
391,-34.73628518083916,-20.509037444056162,-11.200364827980179,-15.405353966972445,-4.28337438624042,-8.99352779134456,-9.630694835453577
392,-34.75913763563279,-20.555672319989363,-11.223445790867641,-15.43933011957774,-4.29129006751507,-9.01211578974056,-9.650220139328194
393,-34.715995152074285,-20.602305670636827,-11.246522399917577,-15.473304036819423,-4.299201933521427,-9.030698989000355,-9.669741019131166
394,-34.780255306119805,-20.64893749983045,-11.26959468288805,-15.507275741337326,-4.307110011456342,-9.049277421543524,-9.689257497409496
395,-34.796678359151144,-20.6955678203064,-11.29266266734661,-15.541245255358325,-4.315014328227052,-9.067851119577185,-9.708769596582519
396,-34.78124729430985,-20.742196698900198,-11.315726380677672,-15.575212601071705,-4.322914910454554,-9.08642011509787,-9.728277338943508
397,-34.805697822258914,-20.788823931377237,-11.33878585007692,-15.609177800168272,-4.330811784476952,-9.10498443989253,-9.747780746661157
398,-34.79899724622438,-20.83544979208564,-11.361841102554616,-15.643140874225475,-4.338704976352767,-9.123544125539423,-9.767279841777395
399,-34.88718240164559,-20.882074268124082,-11.384892164939398,-15.677101844558427,-4.346594511864207,-9.14209920340986,-9.78677464621328
