solver_name,d,nd_rate,n,trials,successes,success_rate,mean_steps,std_steps,mean_time_s,std_time_s,timing_repeats,min_time_s,max_time_s,mean_dist_sign,median_dist_sign,max_dist_sign,base_seed,power_iters,passes,stop_err,shared_init
alg_qpaf_cuda_batched,64,8.0,512,100,100,1.0,476.08,38.29620863688201,0.5463559289998374,0.09194421753281148,3.0,0.5422318289999385,0.7035058800003026,9.900318679292522e-06,9.898822303402429e-06,9.999782161248139e-06,20260812,50,1500,1e-05,1
